treatment_id,management_id,Created at,Updated at
563,496,"",""
563,497,"",""
564,464,"",""
564,465,"",""
564,466,"",""
564,467,"",""
564,468,"",""
564,471,"",""
564,472,"",""
564,483,"",""
564,484,"",""
564,495,"",""
564,496,"",""
564,497,"",""
565,464,"",""
565,465,"",""
565,466,"",""
565,467,"",""
565,468,"",""
565,473,"",""
565,474,"",""
565,483,"",""
565,484,"",""
565,495,"",""
565,496,"",""
565,497,"",""
566,464,"",""
566,465,"",""
566,466,"",""
566,467,"",""
566,468,"",""
566,475,"",""
566,476,"",""
566,483,"",""
566,484,"",""
566,495,"",""
566,496,"",""
566,497,"",""
567,464,"",""
567,465,"",""
567,466,"",""
567,467,"",""
567,468,"",""
567,477,"",""
567,478,"",""
567,483,"",""
567,484,"",""
567,495,"",""
567,496,"",""
567,497,"",""
568,464,"",""
568,465,"",""
568,466,"",""
568,467,"",""
568,468,"",""
568,485,"",""
568,486,"",""
568,495,"",""
568,496,"",""
568,497,"",""
569,464,"",""
569,465,"",""
569,466,"",""
569,467,"",""
569,468,"",""
569,469,"",""
569,470,"",""
569,479,"",""
569,480,"",""
569,495,"",""
569,496,"",""
569,497,"",""
570,464,"",""
570,465,"",""
570,466,"",""
570,467,"",""
570,468,"",""
570,469,"",""
570,470,"",""
570,485,"",""
570,486,"",""
570,495,"",""
570,496,"",""
570,497,"",""
571,464,"",""
571,465,"",""
571,466,"",""
571,467,"",""
571,468,"",""
571,471,"",""
571,472,"",""
571,485,"",""
571,486,"",""
571,495,"",""
571,496,"",""
571,497,"",""
572,464,"",""
572,465,"",""
572,466,"",""
572,467,"",""
572,468,"",""
572,473,"",""
572,474,"",""
572,485,"",""
572,486,"",""
572,495,"",""
572,496,"",""
572,497,"",""
573,464,"",""
573,465,"",""
573,466,"",""
573,467,"",""
573,468,"",""
573,475,"",""
573,476,"",""
573,485,"",""
573,486,"",""
573,495,"",""
573,496,"",""
573,497,"",""
574,464,"",""
574,465,"",""
574,466,"",""
574,467,"",""
574,468,"",""
574,477,"",""
574,478,"",""
574,485,"",""
574,486,"",""
574,495,"",""
574,496,"",""
574,497,"",""
575,464,"",""
575,465,"",""
575,466,"",""
575,467,"",""
575,468,"",""
575,487,"",""
575,488,"",""
575,495,"",""
575,496,"",""
575,497,"",""
576,464,"",""
576,465,"",""
576,466,"",""
576,467,"",""
576,468,"",""
576,469,"",""
576,470,"",""
576,487,"",""
576,488,"",""
576,495,"",""
576,496,"",""
576,497,"",""
577,464,"",""
577,465,"",""
577,466,"",""
577,467,"",""
577,468,"",""
577,471,"",""
577,472,"",""
577,487,"",""
577,488,"",""
577,495,"",""
577,496,"",""
577,497,"",""
578,464,"",""
578,465,"",""
578,466,"",""
578,467,"",""
578,468,"",""
578,473,"",""
578,474,"",""
578,487,"",""
578,488,"",""
578,495,"",""
578,496,"",""
578,497,"",""
579,464,"",""
579,465,"",""
579,466,"",""
579,467,"",""
579,468,"",""
579,475,"",""
579,476,"",""
579,487,"",""
579,488,"",""
579,495,"",""
579,496,"",""
579,497,"",""
580,464,"",""
580,465,"",""
580,466,"",""
580,467,"",""
580,468,"",""
580,471,"",""
580,472,"",""
580,479,"",""
580,480,"",""
580,495,"",""
580,496,"",""
580,497,"",""
581,464,"",""
581,465,"",""
581,466,"",""
581,467,"",""
581,468,"",""
581,477,"",""
581,478,"",""
581,487,"",""
581,488,"",""
581,495,"",""
581,496,"",""
581,497,"",""
582,464,"",""
582,465,"",""
582,466,"",""
582,467,"",""
582,468,"",""
582,489,"",""
582,490,"",""
582,495,"",""
582,496,"",""
582,497,"",""
583,464,"",""
583,465,"",""
583,466,"",""
583,467,"",""
583,468,"",""
583,469,"",""
583,470,"",""
583,489,"",""
583,490,"",""
583,495,"",""
583,496,"",""
583,497,"",""
584,464,"",""
584,465,"",""
584,466,"",""
584,467,"",""
584,468,"",""
584,471,"",""
584,472,"",""
584,489,"",""
584,490,"",""
584,495,"",""
584,496,"",""
584,497,"",""
585,464,"",""
585,465,"",""
585,466,"",""
585,467,"",""
585,468,"",""
585,473,"",""
585,474,"",""
585,489,"",""
585,490,"",""
585,495,"",""
585,496,"",""
585,497,"",""
586,464,"",""
586,465,"",""
586,466,"",""
586,467,"",""
586,468,"",""
586,475,"",""
586,476,"",""
586,489,"",""
586,490,"",""
586,495,"",""
586,496,"",""
586,497,"",""
587,464,"",""
587,465,"",""
587,466,"",""
587,467,"",""
587,468,"",""
587,477,"",""
587,478,"",""
587,489,"",""
587,490,"",""
587,495,"",""
587,496,"",""
587,497,"",""
588,464,"",""
588,465,"",""
588,466,"",""
588,467,"",""
588,468,"",""
588,491,"",""
588,492,"",""
588,495,"",""
588,496,"",""
588,497,"",""
589,464,"",""
589,465,"",""
589,466,"",""
589,467,"",""
589,468,"",""
589,469,"",""
589,470,"",""
589,491,"",""
589,492,"",""
589,495,"",""
589,496,"",""
589,497,"",""
590,464,"",""
590,465,"",""
590,466,"",""
590,467,"",""
590,468,"",""
590,471,"",""
590,472,"",""
590,491,"",""
590,492,"",""
590,495,"",""
590,496,"",""
590,497,"",""
591,464,"",""
591,465,"",""
591,466,"",""
591,467,"",""
591,468,"",""
591,473,"",""
591,474,"",""
591,479,"",""
591,480,"",""
591,495,"",""
591,496,"",""
591,497,"",""
592,464,"",""
592,465,"",""
592,466,"",""
592,467,"",""
592,468,"",""
592,473,"",""
592,474,"",""
592,491,"",""
592,492,"",""
592,495,"",""
592,496,"",""
592,497,"",""
593,464,"",""
593,465,"",""
593,466,"",""
593,467,"",""
593,468,"",""
593,475,"",""
593,476,"",""
593,491,"",""
593,492,"",""
593,495,"",""
593,496,"",""
593,497,"",""
594,464,"",""
594,465,"",""
594,466,"",""
594,467,"",""
594,468,"",""
594,477,"",""
594,478,"",""
594,491,"",""
594,492,"",""
594,495,"",""
594,496,"",""
594,497,"",""
595,464,"",""
595,465,"",""
595,466,"",""
595,467,"",""
595,468,"",""
595,493,"",""
595,494,"",""
595,495,"",""
595,496,"",""
595,497,"",""
596,464,"",""
596,465,"",""
596,466,"",""
596,467,"",""
596,468,"",""
596,469,"",""
596,470,"",""
596,493,"",""
596,494,"",""
596,495,"",""
596,496,"",""
596,497,"",""
597,464,"",""
597,465,"",""
597,466,"",""
597,467,"",""
597,468,"",""
597,471,"",""
597,472,"",""
597,493,"",""
597,494,"",""
597,495,"",""
597,496,"",""
597,497,"",""
598,464,"",""
598,465,"",""
598,466,"",""
598,467,"",""
598,468,"",""
598,473,"",""
598,474,"",""
598,493,"",""
598,494,"",""
598,495,"",""
598,496,"",""
598,497,"",""
599,464,"",""
599,465,"",""
599,466,"",""
599,467,"",""
599,468,"",""
599,475,"",""
599,476,"",""
599,493,"",""
599,494,"",""
599,495,"",""
599,496,"",""
599,497,"",""
600,464,"",""
600,465,"",""
600,466,"",""
600,467,"",""
600,468,"",""
600,477,"",""
600,478,"",""
600,493,"",""
600,494,"",""
600,495,"",""
600,496,"",""
600,497,"",""
601,464,"",""
601,465,"",""
601,466,"",""
601,467,"",""
601,468,"",""
601,475,"",""
601,476,"",""
601,479,"",""
601,480,"",""
601,495,"",""
601,496,"",""
601,497,"",""
602,464,"",""
602,465,"",""
602,466,"",""
602,467,"",""
602,468,"",""
602,477,"",""
602,478,"",""
602,479,"",""
602,480,"",""
602,495,"",""
602,496,"",""
602,497,"",""
603,464,"",""
603,465,"",""
603,466,"",""
603,467,"",""
603,468,"",""
603,481,"",""
603,482,"",""
603,495,"",""
603,496,"",""
603,497,"",""
604,464,"",""
604,465,"",""
604,466,"",""
604,467,"",""
604,468,"",""
604,469,"",""
604,470,"",""
604,481,"",""
604,482,"",""
604,495,"",""
604,496,"",""
604,497,"",""
605,464,"",""
605,465,"",""
605,466,"",""
605,467,"",""
605,468,"",""
605,471,"",""
605,472,"",""
605,481,"",""
605,482,"",""
605,495,"",""
605,496,"",""
605,497,"",""
606,496,"",""
606,497,"",""
606,498,"",""
606,499,"",""
606,500,"",""
606,501,"",""
606,502,"",""
606,503,"",""
606,514,"",""
606,515,"",""
606,530,"",""
607,496,"",""
607,497,"",""
607,498,"",""
607,499,"",""
607,500,"",""
607,501,"",""
607,502,"",""
607,503,"",""
607,508,"",""
607,509,"",""
607,516,"",""
607,517,"",""
607,530,"",""
608,496,"",""
608,497,"",""
608,498,"",""
608,499,"",""
608,500,"",""
608,501,"",""
608,502,"",""
608,503,"",""
608,510,"",""
608,511,"",""
608,516,"",""
608,517,"",""
608,530,"",""
609,496,"",""
609,497,"",""
609,498,"",""
609,499,"",""
609,500,"",""
609,501,"",""
609,502,"",""
609,503,"",""
609,512,"",""
609,513,"",""
609,516,"",""
609,517,"",""
609,530,"",""
610,496,"",""
610,497,"",""
610,498,"",""
610,499,"",""
610,500,"",""
610,501,"",""
610,502,"",""
610,503,"",""
610,518,"",""
610,519,"",""
610,530,"",""
611,496,"",""
611,497,"",""
611,498,"",""
611,499,"",""
611,500,"",""
611,501,"",""
611,502,"",""
611,503,"",""
611,504,"",""
611,505,"",""
611,518,"",""
611,519,"",""
611,530,"",""
612,496,"",""
612,497,"",""
612,498,"",""
612,499,"",""
612,500,"",""
612,501,"",""
612,502,"",""
612,503,"",""
612,506,"",""
612,507,"",""
612,518,"",""
612,519,"",""
612,530,"",""
613,496,"",""
613,497,"",""
613,498,"",""
613,499,"",""
613,500,"",""
613,501,"",""
613,502,"",""
613,503,"",""
613,508,"",""
613,509,"",""
613,518,"",""
613,519,"",""
614,496,"",""
614,497,"",""
614,498,"",""
614,499,"",""
614,500,"",""
614,501,"",""
614,502,"",""
614,503,"",""
614,510,"",""
614,511,"",""
614,518,"",""
614,519,"",""
614,530,"",""
615,496,"",""
615,497,"",""
615,498,"",""
615,499,"",""
615,500,"",""
615,501,"",""
615,502,"",""
615,503,"",""
615,512,"",""
615,513,"",""
615,518,"",""
615,519,"",""
615,530,"",""
616,496,"",""
616,497,"",""
616,498,"",""
616,499,"",""
616,500,"",""
616,501,"",""
616,502,"",""
616,503,"",""
616,520,"",""
616,521,"",""
616,530,"",""
617,496,"",""
617,497,"",""
617,498,"",""
617,499,"",""
617,500,"",""
617,501,"",""
617,502,"",""
617,503,"",""
617,504,"",""
617,505,"",""
617,514,"",""
617,515,"",""
617,530,"",""
618,496,"",""
618,497,"",""
618,498,"",""
618,499,"",""
618,500,"",""
618,501,"",""
618,502,"",""
618,503,"",""
618,504,"",""
618,505,"",""
618,520,"",""
618,521,"",""
618,530,"",""
619,496,"",""
619,497,"",""
619,498,"",""
619,499,"",""
619,500,"",""
619,501,"",""
619,502,"",""
619,503,"",""
619,506,"",""
619,507,"",""
619,520,"",""
619,521,"",""
619,530,"",""
620,496,"",""
620,497,"",""
620,498,"",""
620,499,"",""
620,500,"",""
620,501,"",""
620,502,"",""
620,503,"",""
620,508,"",""
620,509,"",""
620,520,"",""
620,521,"",""
620,530,"",""
621,496,"",""
621,497,"",""
621,498,"",""
621,499,"",""
621,500,"",""
621,501,"",""
621,502,"",""
621,503,"",""
621,510,"",""
621,511,"",""
621,520,"",""
621,521,"",""
621,530,"",""
622,496,"",""
622,497,"",""
622,498,"",""
622,499,"",""
622,500,"",""
622,501,"",""
622,502,"",""
622,503,"",""
622,512,"",""
622,513,"",""
622,520,"",""
622,521,"",""
622,530,"",""
623,496,"",""
623,497,"",""
623,498,"",""
623,499,"",""
623,500,"",""
623,501,"",""
623,502,"",""
623,503,"",""
623,522,"",""
623,523,"",""
623,530,"",""
624,496,"",""
624,497,"",""
624,498,"",""
624,499,"",""
624,500,"",""
624,501,"",""
624,502,"",""
624,503,"",""
624,504,"",""
624,505,"",""
624,522,"",""
624,523,"",""
624,530,"",""
625,496,"",""
625,497,"",""
625,498,"",""
625,499,"",""
625,500,"",""
625,501,"",""
625,502,"",""
625,503,"",""
625,506,"",""
625,507,"",""
625,522,"",""
625,523,"",""
625,530,"",""
626,496,"",""
626,497,"",""
626,498,"",""
626,499,"",""
626,500,"",""
626,501,"",""
626,502,"",""
626,503,"",""
626,508,"",""
626,509,"",""
626,522,"",""
626,523,"",""
626,530,"",""
627,496,"",""
627,497,"",""
627,498,"",""
627,499,"",""
627,500,"",""
627,501,"",""
627,502,"",""
627,503,"",""
627,510,"",""
627,511,"",""
627,522,"",""
627,523,"",""
627,530,"",""
628,496,"",""
628,497,"",""
628,498,"",""
628,499,"",""
628,500,"",""
628,501,"",""
628,502,"",""
628,503,"",""
628,506,"",""
628,507,"",""
628,514,"",""
628,515,"",""
628,530,"",""
629,496,"",""
629,497,"",""
629,498,"",""
629,499,"",""
629,500,"",""
629,501,"",""
629,502,"",""
629,503,"",""
629,512,"",""
629,513,"",""
629,522,"",""
629,523,"",""
629,530,"",""
630,496,"",""
630,497,"",""
630,498,"",""
630,499,"",""
630,500,"",""
630,501,"",""
630,502,"",""
630,503,"",""
630,524,"",""
630,525,"",""
630,530,"",""
631,496,"",""
631,497,"",""
631,498,"",""
631,499,"",""
631,500,"",""
631,501,"",""
631,502,"",""
631,503,"",""
631,504,"",""
631,505,"",""
631,524,"",""
631,525,"",""
631,530,"",""
632,496,"",""
632,497,"",""
632,498,"",""
632,499,"",""
632,500,"",""
632,501,"",""
632,502,"",""
632,503,"",""
632,506,"",""
632,507,"",""
632,524,"",""
632,525,"",""
632,530,"",""
633,496,"",""
633,497,"",""
633,498,"",""
633,499,"",""
633,500,"",""
633,501,"",""
633,502,"",""
633,503,"",""
633,508,"",""
633,509,"",""
633,524,"",""
633,525,"",""
633,530,"",""
634,496,"",""
634,497,"",""
634,498,"",""
634,499,"",""
634,500,"",""
634,501,"",""
634,502,"",""
634,503,"",""
634,510,"",""
634,511,"",""
634,524,"",""
634,525,"",""
634,530,"",""
635,496,"",""
635,497,"",""
635,498,"",""
635,499,"",""
635,500,"",""
635,501,"",""
635,502,"",""
635,503,"",""
635,512,"",""
635,513,"",""
635,524,"",""
635,525,"",""
635,530,"",""
636,496,"",""
636,497,"",""
636,498,"",""
636,499,"",""
636,500,"",""
636,501,"",""
636,502,"",""
636,503,"",""
636,526,"",""
636,527,"",""
636,530,"",""
637,496,"",""
637,497,"",""
637,498,"",""
637,499,"",""
637,500,"",""
637,501,"",""
637,502,"",""
637,503,"",""
637,504,"",""
637,505,"",""
637,526,"",""
637,527,"",""
637,530,"",""
638,496,"",""
638,497,"",""
638,498,"",""
638,499,"",""
638,500,"",""
638,501,"",""
638,502,"",""
638,503,"",""
638,506,"",""
638,507,"",""
638,526,"",""
638,527,"",""
638,530,"",""
639,496,"",""
639,497,"",""
639,498,"",""
639,499,"",""
639,500,"",""
639,501,"",""
639,502,"",""
639,503,"",""
639,508,"",""
639,509,"",""
639,514,"",""
639,515,"",""
639,530,"",""
640,496,"",""
640,497,"",""
640,498,"",""
640,499,"",""
640,500,"",""
640,501,"",""
640,502,"",""
640,503,"",""
640,508,"",""
640,509,"",""
640,526,"",""
640,527,"",""
640,530,"",""
641,496,"",""
641,497,"",""
641,498,"",""
641,499,"",""
641,500,"",""
641,501,"",""
641,502,"",""
641,503,"",""
641,510,"",""
641,511,"",""
641,526,"",""
641,527,"",""
641,530,"",""
642,496,"",""
642,497,"",""
642,498,"",""
642,499,"",""
642,500,"",""
642,501,"",""
642,502,"",""
642,503,"",""
642,512,"",""
642,513,"",""
642,526,"",""
642,527,"",""
642,530,"",""
643,496,"",""
643,497,"",""
643,498,"",""
643,499,"",""
643,500,"",""
643,501,"",""
643,502,"",""
643,503,"",""
643,528,"",""
643,529,"",""
643,530,"",""
644,496,"",""
644,497,"",""
644,498,"",""
644,499,"",""
644,500,"",""
644,501,"",""
644,502,"",""
644,503,"",""
644,504,"",""
644,505,"",""
644,528,"",""
644,529,"",""
644,530,"",""
645,496,"",""
645,497,"",""
645,498,"",""
645,499,"",""
645,500,"",""
645,501,"",""
645,502,"",""
645,503,"",""
645,506,"",""
645,507,"",""
645,528,"",""
645,529,"",""
645,530,"",""
646,496,"",""
646,497,"",""
646,498,"",""
646,499,"",""
646,500,"",""
646,501,"",""
646,502,"",""
646,503,"",""
646,508,"",""
646,509,"",""
646,528,"",""
646,529,"",""
646,530,"",""
647,496,"",""
647,497,"",""
647,498,"",""
647,499,"",""
647,500,"",""
647,501,"",""
647,502,"",""
647,503,"",""
647,510,"",""
647,511,"",""
647,528,"",""
647,529,"",""
647,530,"",""
648,496,"",""
648,497,"",""
648,498,"",""
648,499,"",""
648,500,"",""
648,501,"",""
648,502,"",""
648,503,"",""
648,512,"",""
648,513,"",""
648,528,"",""
648,529,"",""
648,530,"",""
649,496,"",""
649,497,"",""
649,498,"",""
649,499,"",""
649,500,"",""
649,501,"",""
649,502,"",""
649,503,"",""
649,510,"",""
649,511,"",""
649,514,"",""
649,515,"",""
649,530,"",""
650,496,"",""
650,497,"",""
650,498,"",""
650,499,"",""
650,500,"",""
650,501,"",""
650,502,"",""
650,503,"",""
650,512,"",""
650,513,"",""
650,514,"",""
650,515,"",""
650,530,"",""
651,496,"",""
651,497,"",""
651,498,"",""
651,499,"",""
651,500,"",""
651,501,"",""
651,502,"",""
651,503,"",""
651,516,"",""
651,517,"",""
651,530,"",""
652,496,"",""
652,497,"",""
652,498,"",""
652,499,"",""
652,500,"",""
652,501,"",""
652,502,"",""
652,503,"",""
652,504,"",""
652,505,"",""
652,516,"",""
652,517,"",""
652,530,"",""
653,496,"",""
653,497,"",""
653,498,"",""
653,499,"",""
653,500,"",""
653,501,"",""
653,502,"",""
653,503,"",""
653,506,"",""
653,507,"",""
653,516,"",""
653,517,"",""
653,530,"",""
656,531,"",""
656,532,"",""
656,534,"",""
656,535,"",""
656,536,"",""
656,537,"",""
656,538,"",""
656,539,"",""
656,540,"",""
656,541,"",""
657,531,"",""
657,533,"",""
657,534,"",""
657,535,"",""
657,536,"",""
657,537,"",""
657,538,"",""
657,539,"",""
657,540,"",""
657,541,"",""
480,8,"",""
51,17,"",""
51,19,"",""
51,20,"",""
51,23,"",""
51,24,"",""
51,27,"",""
51,28,"",""
51,29,"",""
51,30,"",""
51,31,"",""
51,32,"",""
51,33,"",""
51,34,"",""
51,35,"",""
716,1678,2010-09-02 10:56:31 -0500,2010-09-02 10:56:31 -0500
716,1679,2010-09-02 10:56:31 -0500,2010-09-02 10:56:31 -0500
716,1680,2010-09-02 10:56:31 -0500,2010-09-02 10:56:31 -0500
731,1684,2010-09-07 08:49:59 -0500,2010-09-07 10:21:55 -0500
18,1685,"",""
734,1686,2010-09-10 15:12:50 -0500,2010-09-10 15:13:30 -0500
733,1687,2010-09-10 15:12:05 -0500,2010-09-10 15:13:11 -0500
733,1688,2010-09-10 15:12:05 -0500,2010-09-10 15:13:11 -0500
734,1688,2010-09-10 15:12:50 -0500,2010-09-10 15:13:30 -0500
733,1689,2010-09-10 15:12:05 -0500,2010-09-10 15:13:11 -0500
734,1689,2010-09-10 15:12:50 -0500,2010-09-10 15:13:30 -0500
733,1690,2010-09-10 15:12:05 -0500,2010-09-10 15:13:11 -0500
734,1690,2010-09-10 15:12:50 -0500,2010-09-10 15:13:30 -0500
734,1691,2010-09-10 15:12:50 -0500,2010-09-10 15:13:30 -0500
733,1691,2010-09-10 15:12:05 -0500,2010-09-10 15:13:11 -0500
734,1692,2010-09-10 15:12:50 -0500,2010-09-10 15:13:30 -0500
733,1692,2010-09-10 15:12:05 -0500,2010-09-10 15:13:11 -0500
734,1693,2010-09-10 15:12:50 -0500,2010-09-10 15:13:30 -0500
733,1693,2010-09-10 15:12:05 -0500,2010-09-10 15:13:11 -0500
735,1695,2010-09-16 16:38:03 -0500,2010-09-16 16:39:10 -0500
736,1698,2010-09-16 16:38:35 -0500,2010-09-16 16:38:35 -0500
736,1699,2010-09-16 16:38:35 -0500,2010-09-16 16:38:35 -0500
737,1700,2010-09-16 17:20:56 -0500,2010-09-16 17:20:56 -0500
735,1702,2010-09-16 16:38:03 -0500,2010-09-16 16:39:10 -0500
736,1705,2010-09-16 16:38:35 -0500,2010-09-16 16:38:35 -0500
736,1706,2010-09-16 16:38:35 -0500,2010-09-16 16:38:35 -0500
758,1712,2010-10-01 11:46:42 -0500,2010-10-01 11:49:16 -0500
759,1713,2010-10-01 11:47:02 -0500,2010-10-01 11:49:05 -0500
761,1714,2010-10-01 11:47:52 -0500,2010-10-01 11:47:52 -0500
762,1715,2010-10-01 11:48:17 -0500,2010-10-01 11:48:17 -0500
804,1716,2010-10-08 09:42:47 -0500,2010-10-08 09:43:39 -0500
805,1716,2010-10-08 09:43:06 -0500,2010-10-08 09:43:52 -0500
810,1718,2010-10-08 14:58:51 -0500,2010-10-08 14:58:51 -0500
810,1719,2010-10-08 14:58:51 -0500,2010-10-08 14:58:51 -0500
810,1720,2010-10-08 14:58:51 -0500,2010-10-08 14:58:51 -0500
810,1721,2010-10-08 14:58:51 -0500,2010-10-08 14:58:51 -0500
810,1722,2010-10-08 14:58:51 -0500,2010-10-08 14:58:51 -0500
810,1723,2010-10-08 14:58:51 -0500,2010-10-08 14:58:51 -0500
810,1724,2010-10-08 14:58:51 -0500,2010-10-08 14:58:51 -0500
810,1725,2010-10-08 14:58:51 -0500,2010-10-08 14:58:51 -0500
810,1726,2010-10-08 14:58:51 -0500,2010-10-08 14:58:51 -0500
810,1727,2010-10-08 14:58:51 -0500,2010-10-08 14:58:51 -0500
811,1729,2010-10-08 15:15:36 -0500,2010-10-08 15:15:36 -0500
811,1730,2010-10-08 15:15:36 -0500,2010-10-08 15:15:36 -0500
811,1731,2010-10-08 15:15:36 -0500,2010-10-08 15:15:36 -0500
811,1732,2010-10-08 15:15:36 -0500,2010-10-08 15:15:36 -0500
811,1733,2010-10-08 15:15:36 -0500,2010-10-08 15:15:36 -0500
811,1734,2010-10-08 15:15:36 -0500,2010-10-08 15:15:36 -0500
811,1735,2010-10-08 15:15:36 -0500,2010-10-08 15:15:36 -0500
811,1736,2010-10-08 15:15:36 -0500,2010-10-08 15:15:36 -0500
811,1737,2010-10-08 15:15:36 -0500,2010-10-08 15:15:36 -0500
811,1738,2010-10-08 15:15:36 -0500,2010-10-08 15:15:36 -0500
811,1739,2010-10-08 15:15:36 -0500,2010-10-08 15:15:36 -0500
811,1740,2010-10-08 15:15:36 -0500,2010-10-08 15:15:36 -0500
811,1741,2010-10-08 15:15:36 -0500,2010-10-08 15:15:36 -0500
811,1742,2010-10-08 15:15:36 -0500,2010-10-08 15:15:36 -0500
811,1743,2010-10-08 15:15:36 -0500,2010-10-08 15:15:36 -0500
812,1745,2010-10-08 15:24:35 -0500,2010-10-08 15:24:48 -0500
812,1746,2010-10-08 15:24:35 -0500,2010-10-08 15:24:48 -0500
812,1747,2010-10-08 15:24:35 -0500,2010-10-08 15:24:48 -0500
812,1748,2010-10-08 15:24:35 -0500,2010-10-08 15:24:48 -0500
812,1749,2010-10-08 15:24:35 -0500,2010-10-08 15:24:48 -0500
812,1750,2010-10-08 15:24:35 -0500,2010-10-08 15:24:48 -0500
812,1751,2010-10-08 15:24:35 -0500,2010-10-08 15:24:48 -0500
812,1752,2010-10-08 15:24:35 -0500,2010-10-08 15:24:48 -0500
812,1753,2010-10-08 15:24:35 -0500,2010-10-08 15:24:48 -0500
812,1754,2010-10-08 15:24:35 -0500,2010-10-08 15:24:48 -0500
812,1755,2010-10-08 15:24:35 -0500,2010-10-08 15:24:48 -0500
812,1756,2010-10-08 15:24:35 -0500,2010-10-08 15:24:48 -0500
812,1757,2010-10-08 15:24:35 -0500,2010-10-08 15:24:48 -0500
812,1758,2010-10-08 15:24:35 -0500,2010-10-08 15:24:48 -0500
812,1759,2010-10-08 15:24:35 -0500,2010-10-08 15:24:48 -0500
813,1761,2010-10-08 15:36:21 -0500,2010-10-08 15:36:21 -0500
813,1762,2010-10-08 15:36:21 -0500,2010-10-08 15:36:21 -0500
813,1763,2010-10-08 15:36:21 -0500,2010-10-08 15:36:21 -0500
813,1764,2010-10-08 15:36:21 -0500,2010-10-08 15:36:21 -0500
813,1765,2010-10-08 15:36:21 -0500,2010-10-08 15:36:21 -0500
813,1766,2010-10-08 15:36:21 -0500,2010-10-08 15:36:21 -0500
813,1767,2010-10-08 15:36:21 -0500,2010-10-08 15:36:21 -0500
813,1768,2010-10-08 15:36:21 -0500,2010-10-08 15:36:21 -0500
813,1769,2010-10-08 15:36:21 -0500,2010-10-08 15:36:21 -0500
813,1770,2010-10-08 15:36:21 -0500,2010-10-08 15:36:21 -0500
813,1771,2010-10-08 15:36:21 -0500,2010-10-08 15:36:21 -0500
813,1772,2010-10-08 15:36:21 -0500,2010-10-08 15:36:21 -0500
813,1773,2010-10-08 15:36:21 -0500,2010-10-08 15:36:21 -0500
813,1774,2010-10-08 15:36:21 -0500,2010-10-08 15:36:21 -0500
813,1775,2010-10-08 15:36:21 -0500,2010-10-08 15:36:21 -0500
813,1776,2010-10-08 15:36:21 -0500,2010-10-08 15:36:21 -0500
812,1777,2010-10-08 15:24:35 -0500,2010-10-08 15:24:48 -0500
814,1780,2010-10-08 15:50:10 -0500,2010-10-08 15:50:10 -0500
814,1781,2010-10-08 15:50:10 -0500,2010-10-08 15:50:10 -0500
814,1783,2010-10-08 15:50:10 -0500,2010-10-08 15:50:10 -0500
814,1784,2010-10-08 15:50:10 -0500,2010-10-08 15:50:10 -0500
814,1786,2010-10-08 15:50:10 -0500,2010-10-08 15:50:10 -0500
814,1787,2010-10-08 15:50:10 -0500,2010-10-08 15:50:10 -0500
814,1788,2010-10-08 15:50:10 -0500,2010-10-08 15:50:10 -0500
815,1791,2010-10-08 15:50:23 -0500,2010-10-08 15:50:23 -0500
815,1792,2010-10-08 15:50:23 -0500,2010-10-08 15:50:23 -0500
815,1794,2010-10-08 15:50:23 -0500,2010-10-08 15:50:23 -0500
815,1795,2010-10-08 15:50:23 -0500,2010-10-08 15:50:23 -0500
815,1797,2010-10-08 15:50:23 -0500,2010-10-08 15:50:23 -0500
815,1798,2010-10-08 15:50:23 -0500,2010-10-08 15:50:23 -0500
815,1799,2010-10-08 15:50:23 -0500,2010-10-08 15:50:23 -0500
816,1800,2010-10-08 16:29:24 -0500,2010-10-08 16:29:24 -0500
816,1801,2010-10-08 16:29:24 -0500,2010-10-08 16:29:24 -0500
816,1802,2010-10-08 16:29:24 -0500,2010-10-08 16:29:24 -0500
817,1803,2010-10-08 16:35:21 -0500,2010-10-08 16:35:21 -0500
817,1804,2010-10-08 16:35:21 -0500,2010-10-08 16:35:21 -0500
817,1805,2010-10-08 16:35:21 -0500,2010-10-08 16:35:21 -0500
818,1806,2010-10-08 16:37:55 -0500,2010-10-08 16:37:55 -0500
818,1807,2010-10-08 16:37:55 -0500,2010-10-08 16:37:55 -0500
818,1808,2010-10-08 16:37:55 -0500,2010-10-08 16:37:55 -0500
818,1809,2010-10-08 16:37:55 -0500,2010-10-08 16:37:55 -0500
819,1810,2010-10-08 16:43:35 -0500,2010-10-08 16:43:35 -0500
819,1811,2010-10-08 16:43:35 -0500,2010-10-08 16:43:35 -0500
819,1812,2010-10-08 16:43:35 -0500,2010-10-08 16:43:35 -0500
819,1813,2010-10-08 16:43:35 -0500,2010-10-08 16:43:35 -0500
820,1814,2010-10-08 16:46:01 -0500,2010-10-08 16:46:01 -0500
820,1815,2010-10-08 16:46:01 -0500,2010-10-08 16:46:01 -0500
820,1816,2010-10-08 16:46:01 -0500,2010-10-08 16:46:01 -0500
820,1817,2010-10-08 16:46:01 -0500,2010-10-08 16:46:01 -0500
821,1818,2010-10-08 16:47:59 -0500,2010-10-08 16:47:59 -0500
821,1819,2010-10-08 16:47:59 -0500,2010-10-08 16:47:59 -0500
821,1820,2010-10-08 16:47:59 -0500,2010-10-08 16:47:59 -0500
821,1821,2010-10-08 16:47:59 -0500,2010-10-08 16:47:59 -0500
829,1822,2010-10-12 09:51:37 -0500,2010-10-12 09:52:15 -0500
